                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9961,                 3.5922,                 2.2006,                0.35142,                 0.0418,                0.00543,                0.00138,                 2.5825,                 68.765,                 4.3949,               0.081282,              0.0017792,              0.0017792
                      2,                 1.9641,                 3.4383,                 2.1771,                0.12665,                0.12302,                0.01351,                0.00431,                 2.2842,                 4.8025,                  2.586,               0.062458,              0.0035388,              0.0035388
                      3,                 1.8758,                 3.2383,                  2.071,                0.77328,                0.11746,                 0.1078,                0.04351,                 1.9586,                 4.2863,                 2.1598,               0.043608,              0.0052714,              0.0052714
                      4,                 1.8099,                  3.136,                 1.9894,                0.09836,                0.10265,                0.06528,                  0.028,                 2.2642,                 3.9116,                 2.5603,                0.02473,               0.006977,               0.006977
                      5,                 1.7449,                 3.0249,                  1.933,                 0.4886,                0.12857,                0.10621,                  0.049,                 1.8714,                 3.5695,                 1.9917,              0.0084174,              0.0084174,              0.0084174
                      6,                 1.7251,                  2.939,                  1.904,                0.67897,                0.19055,                0.21397,                0.11177,                 1.6501,                  2.716,                 1.7959,              0.0083517,              0.0083517,              0.0083517
                      7,                 1.6862,                 2.8471,                 1.8533,                0.46621,                 0.2029,                0.18093,                0.09443,                 1.8375,                 2.6598,                 1.9437,               0.008286,               0.008286,               0.008286
                      8,                 1.6611,                 2.7381,                 1.8369,                0.22716,                0.23942,                0.20105,                0.09057,                 1.8279,                 2.9935,                  1.974,              0.0082204,              0.0082204,              0.0082204
                      9,                 1.6366,                 2.7043,                 1.7947,                0.22837,                0.20869,                0.17905,                0.08438,                 1.7171,                  2.832,                 1.8659,              0.0081547,              0.0081547,              0.0081547
                     10,                 1.6139,                  2.666,                 1.7931,                0.37961,                0.30939,                0.27042,                 0.1295,                 1.6377,                 2.3729,                 1.7824,              0.0080891,              0.0080891,              0.0080891
                     11,                 1.5889,                 2.5736,                 1.7485,                0.43807,                0.26986,                0.25712,                  0.147,                 1.5998,                 2.4841,                 1.7171,              0.0080234,              0.0080234,              0.0080234
                     12,                 1.5858,                 2.5293,                 1.7301,                 0.8788,                 0.2204,                0.26977,                0.14804,                 1.5557,                 2.4994,                 1.7415,              0.0079577,              0.0079577,              0.0079577
                     13,                 1.5488,                 2.4611,                 1.7069,                0.49038,                 0.3157,                0.32547,                0.17072,                 1.5255,                 2.5723,                 1.6515,              0.0078921,              0.0078921,              0.0078921
                     14,                 1.5522,                 2.4422,                 1.6899,                0.42109,                0.26271,                0.26271,                0.13822,                 1.5979,                 2.6132,                 1.7502,              0.0078264,              0.0078264,              0.0078264
